,idx,CULTURE
24957,24957,1.0
24958,24958,1.0
24959,24959,
24960,24960,1.0
24961,24961,1.0
24962,24962,1.0
24963,24963,1.0
24964,24964,1.0
24965,24965,
24966,24966,1.0
24967,24967,1.0
24968,24968,1.0
24969,24969,1.0
24970,24970,1.0
24971,24971,
24972,24972,1.0
24973,24973,1.0
24974,24974,1.0
24975,24975,1.0
24976,24976,1.0
24977,24977,1.0
24978,24978,
24979,24979,1.0
24980,24980,1.0
24981,24981,1.0
24982,24982,1.0
24983,24983,1.0
24984,24984,1.0
24985,24985,1.0
24986,24986,1.0
24987,24987,
24988,24988,1.0
24989,24989,1.0
24990,24990,1.0
24991,24991,1.0
24992,24992,1.0
24993,24993,1.0
24994,24994,1.0
24995,24995,1.0
24996,24996,0.0
24997,24997,
24998,24998,1.0
24999,24999,
25000,25000,1.0
25001,25001,1.0
25002,25002,1.0
25003,25003,1.0
25004,25004,1.0
25005,25005,1.0
25006,25006,
25007,25007,1.0
25008,25008,1.0
25009,25009,
25010,25010,1.0
25011,25011,1.0
25012,25012,1.0
25013,25013,1.0
25014,25014,1.0
25015,25015,1.0
25016,25016,1.0
25017,25017,1.0
25018,25018,1.0
25019,25019,1.0
25020,25020,1.0
25021,25021,1.0
25022,25022,1.0
25023,25023,
25024,25024,1.0
25025,25025,
25026,25026,1.0
25027,25027,1.0
25028,25028,1.0
25029,25029,1.0
25030,25030,
25031,25031,1.0
25032,25032,1.0
25033,25033,1.0
25034,25034,
25035,25035,1.0
25036,25036,1.0
25037,25037,1.0
25038,25038,1.0
25039,25039,
25040,25040,1.0
25041,25041,1.0
25042,25042,1.0
25043,25043,
25044,25044,1.0
25045,25045,1.0
25046,25046,1.0
25047,25047,1.0
25048,25048,1.0
25049,25049,1.0
25050,25050,1.0
25051,25051,1.0
25052,25052,1.0
25053,25053,1.0
25054,25054,1.0
25055,25055,1.0
25056,25056,1.0
25057,25057,
25058,25058,
25059,25059,1.0
25060,25060,1.0
25061,25061,1.0
25062,25062,1.0
25063,25063,1.0
25064,25064,1.0
25065,25065,
25066,25066,1.0
25067,25067,1.0
25068,25068,1.0
25069,25069,1.0
25070,25070,1.0
25071,25071,1.0
25072,25072,1.0
25073,25073,1.0
25074,25074,1.0
25075,25075,
25076,25076,1.0
25077,25077,1.0
25078,25078,1.0
25079,25079,
25080,25080,1.0
25081,25081,1.0
25082,25082,1.0
25083,25083,1.0
25084,25084,1.0
25085,25085,
25086,25086,1.0
25087,25087,1.0
25088,25088,1.0
25089,25089,1.0
25090,25090,1.0
25091,25091,1.0
25092,25092,
25093,25093,1.0
25094,25094,1.0
25095,25095,1.0
25096,25096,1.0
25097,25097,
25098,25098,1.0
25099,25099,1.0
25100,25100,1.0
25101,25101,1.0
25102,25102,
25103,25103,1.0
25104,25104,1.0
25105,25105,1.0
25106,25106,1.0
25107,25107,1.0
25108,25108,
25109,25109,1.0
25110,25110,1.0
25111,25111,1.0
25112,25112,1.0
25113,25113,
25114,25114,1.0
25115,25115,
25116,25116,1.0
25117,25117,1.0
25118,25118,1.0
25119,25119,1.0
25120,25120,1.0
25121,25121,1.0
25122,25122,1.0
25123,25123,0.0
25124,25124,1.0
25125,25125,1.0
25126,25126,1.0
25127,25127,1.0
25128,25128,1.0
25129,25129,1.0
25130,25130,1.0
25131,25131,
25132,25132,
25133,25133,0.0
25134,25134,1.0
25135,25135,1.0
25136,25136,1.0
25137,25137,0.0
25138,25138,1.0
25139,25139,1.0
25140,25140,
25141,25141,1.0
25142,25142,1.0
25143,25143,
25144,25144,1.0
25145,25145,1.0
25146,25146,1.0
25147,25147,1.0
25148,25148,1.0
25149,25149,1.0
25150,25150,1.0
25151,25151,1.0
25152,25152,1.0
25153,25153,
25154,25154,
25155,25155,1.0
25156,25156,1.0
25157,25157,1.0
25158,25158,1.0
25159,25159,1.0
25160,25160,1.0
25161,25161,
25162,25162,1.0
25163,25163,
25164,25164,1.0
25165,25165,1.0
25166,25166,1.0
25167,25167,1.0
25168,25168,1.0
25169,25169,1.0
25170,25170,1.0
25171,25171,
25172,25172,1.0
25173,25173,1.0
25174,25174,1.0
25175,25175,1.0
25176,25176,1.0
25177,25177,1.0
25178,25178,1.0
25179,25179,1.0
25180,25180,1.0
25181,25181,1.0
25182,25182,
25183,25183,1.0
25184,25184,
25185,25185,1.0
25186,25186,1.0
25187,25187,1.0
25188,25188,1.0
25189,25189,1.0
25190,25190,1.0
25191,25191,1.0
25192,25192,
25193,25193,1.0
25194,25194,1.0
25195,25195,
25196,25196,1.0
25197,25197,1.0
25198,25198,1.0
25199,25199,1.0
25200,25200,1.0
25201,25201,1.0
25202,25202,1.0
25203,25203,1.0
25204,25204,1.0
25205,25205,
25206,25206,1.0
25207,25207,1.0
25208,25208,1.0
25209,25209,1.0
25210,25210,1.0
25211,25211,1.0
25212,25212,1.0
25213,25213,
25214,25214,1.0
25215,25215,
25216,25216,1.0
25217,25217,1.0
25218,25218,
25219,25219,1.0
25220,25220,1.0
25221,25221,1.0
25222,25222,1.0
25223,25223,1.0
25224,25224,1.0
25225,25225,1.0
25226,25226,1.0
25227,25227,1.0
25228,25228,
25229,25229,1.0
25230,25230,1.0
25231,25231,1.0
25232,25232,1.0
25233,25233,1.0
25234,25234,
25235,25235,1.0
25236,25236,1.0
25237,25237,
25238,25238,1.0
25239,25239,1.0
25240,25240,1.0
25241,25241,
25242,25242,1.0
25243,25243,
25244,25244,1.0
25245,25245,0.0
25246,25246,1.0
25247,25247,1.0
25248,25248,1.0
25249,25249,1.0
25250,25250,1.0
25251,25251,1.0
25252,25252,1.0
25253,25253,1.0
25254,25254,1.0
25255,25255,
25256,25256,1.0
25257,25257,1.0
25258,25258,1.0
25259,25259,1.0
25260,25260,1.0
25261,25261,1.0
25262,25262,1.0
25263,25263,1.0
25264,25264,
25265,25265,1.0
25266,25266,1.0
25267,25267,1.0
25268,25268,1.0
25269,25269,1.0
25270,25270,1.0
25271,25271,1.0
25272,25272,1.0
25273,25273,1.0
25274,25274,
25275,25275,1.0
25276,25276,
25277,25277,1.0
25278,25278,1.0
25279,25279,1.0
25280,25280,1.0
25281,25281,1.0
25282,25282,
25283,25283,1.0
25284,25284,1.0
25285,25285,1.0
25286,25286,
25287,25287,1.0
25288,25288,1.0
25289,25289,1.0
25290,25290,
25291,25291,1.0
25292,25292,1.0
25293,25293,1.0
25294,25294,1.0
25295,25295,1.0
25296,25296,1.0
25297,25297,1.0
25298,25298,1.0
25299,25299,
25300,25300,
25301,25301,1.0
25302,25302,1.0
25303,25303,1.0
25304,25304,1.0
25305,25305,1.0
25306,25306,1.0
25307,25307,
25308,25308,1.0
25309,25309,
25310,25310,1.0
25311,25311,1.0
25312,25312,1.0
25313,25313,1.0
25314,25314,1.0
25315,25315,1.0
25316,25316,1.0
25317,25317,
25318,25318,1.0
25319,25319,1.0
25320,25320,1.0
25321,25321,1.0
25322,25322,1.0
25323,25323,1.0
25324,25324,1.0
25325,25325,1.0
25326,25326,1.0
25327,25327,
25328,25328,1.0
25329,25329,
25330,25330,1.0
25331,25331,1.0
25332,25332,1.0
25333,25333,1.0
25334,25334,1.0
25335,25335,1.0
25336,25336,1.0
25337,25337,1.0
25338,25338,1.0
25339,25339,1.0
25340,25340,
25341,25341,
25342,25342,1.0
25343,25343,1.0
25344,25344,1.0
25345,25345,1.0
25346,25346,1.0
25347,25347,
25348,25348,1.0
25349,25349,1.0
25350,25350,1.0
25351,25351,1.0
25352,25352,
25353,25353,1.0
25354,25354,1.0
25355,25355,1.0
25356,25356,1.0
25357,25357,1.0
25358,25358,1.0
25359,25359,1.0
25360,25360,
25361,25361,1.0
25362,25362,1.0
25363,25363,1.0
25364,25364,1.0
25365,25365,1.0
25366,25366,1.0
25367,25367,1.0
25368,25368,1.0
25369,25369,1.0
25370,25370,1.0
25371,25371,1.0
25372,25372,
25373,25373,1.0
25374,25374,0.0
25375,25375,
25376,25376,1.0
25377,25377,1.0
25378,25378,1.0
25379,25379,1.0
25380,25380,1.0
25381,25381,0.0
25382,25382,0.0
25383,25383,
25384,25384,1.0
25385,25385,0.0
25386,25386,0.0
25387,25387,
25388,25388,0.0
25389,25389,
25390,25390,
25391,25391,
25392,25392,
25393,25393,
25394,25394,
25395,25395,
25396,25396,
25397,25397,
25398,25398,
25399,25399,
25400,25400,
25401,25401,
25402,25402,
25403,25403,
25404,25404,
25405,25405,
25406,25406,
25407,25407,
25408,25408,
25409,25409,
25410,25410,
25411,25411,
25412,25412,
25413,25413,
25414,25414,
25415,25415,
25416,25416,
25417,25417,
25418,25418,
25419,25419,
25420,25420,
25421,25421,
25422,25422,
25423,25423,
25424,25424,
25425,25425,
25426,25426,
25427,25427,
25428,25428,
25429,25429,
25430,25430,
25431,25431,
25432,25432,
25433,25433,
25434,25434,
25435,25435,
25436,25436,
25437,25437,
25438,25438,
25439,25439,
25440,25440,
25441,25441,
25442,25442,
25443,25443,
25444,25444,
25445,25445,
25446,25446,
25447,25447,
25448,25448,
25449,25449,
25450,25450,
25451,25451,
25452,25452,
25453,25453,
25454,25454,
25455,25455,
25456,25456,
25457,25457,
25458,25458,
25459,25459,
25460,25460,
25461,25461,
25462,25462,
25463,25463,
25464,25464,
25465,25465,
25466,25466,
25467,25467,
25468,25468,
25469,25469,
25470,25470,
25471,25471,
25472,25472,
25473,25473,
25474,25474,
25475,25475,
25476,25476,
25477,25477,
25478,25478,
25479,25479,
25480,25480,
25481,25481,
25482,25482,
25483,25483,
25484,25484,
25485,25485,
25486,25486,
25487,25487,
25488,25488,
25489,25489,
25490,25490,
25491,25491,
25492,25492,
25493,25493,
25494,25494,
25495,25495,
25496,25496,
25497,25497,
25498,25498,
25499,25499,
25500,25500,
25501,25501,
25502,25502,
25503,25503,
25504,25504,
25505,25505,
25506,25506,
25507,25507,
25508,25508,
25509,25509,
25510,25510,
25511,25511,
25512,25512,
25513,25513,
25514,25514,
25515,25515,
25516,25516,
25517,25517,
25518,25518,
25519,25519,
25520,25520,
25521,25521,
25522,25522,
25523,25523,
25524,25524,
25525,25525,
25526,25526,
25527,25527,
25528,25528,
25529,25529,
25530,25530,
25531,25531,
25532,25532,
25533,25533,
25534,25534,
25535,25535,
25536,25536,
25537,25537,
25538,25538,
25539,25539,
25540,25540,
25541,25541,
25542,25542,
25543,25543,
25544,25544,
25545,25545,
25546,25546,
25547,25547,
25548,25548,
25549,25549,
25550,25550,
25551,25551,
25552,25552,
25553,25553,
25554,25554,
25555,25555,
25556,25556,
25557,25557,
25558,25558,
25559,25559,
25560,25560,
25561,25561,
25562,25562,
25563,25563,
25564,25564,
25565,25565,
25566,25566,
25567,25567,
25568,25568,
25569,25569,
25570,25570,
25571,25571,
25572,25572,
25573,25573,
25574,25574,
25575,25575,
25576,25576,
25577,25577,
25578,25578,
25579,25579,
25580,25580,
25581,25581,
25582,25582,
25583,25583,
25584,25584,
25585,25585,
25586,25586,
25587,25587,
25588,25588,
25589,25589,
25590,25590,
25591,25591,
25592,25592,
25593,25593,
25594,25594,
25595,25595,
25596,25596,
25597,25597,
25598,25598,
25599,25599,
25600,25600,
25601,25601,
25602,25602,
25603,25603,
25604,25604,
25605,25605,
25606,25606,
25607,25607,
25608,25608,
25609,25609,
25610,25610,
25611,25611,
25612,25612,
25613,25613,
25614,25614,
25615,25615,
25616,25616,
25617,25617,
25618,25618,
25619,25619,
25620,25620,
25621,25621,
25622,25622,
25623,25623,
25624,25624,
25625,25625,
25626,25626,
25627,25627,
25628,25628,
25629,25629,
25630,25630,
25631,25631,
25632,25632,
25633,25633,
25634,25634,
25635,25635,
25636,25636,
25637,25637,
25638,25638,
25639,25639,
25640,25640,
25641,25641,
25642,25642,
25643,25643,
25644,25644,
25645,25645,
25646,25646,
25647,25647,
25648,25648,
25649,25649,
25650,25650,
25651,25651,
25652,25652,
25653,25653,
25654,25654,
25655,25655,
25656,25656,
25657,25657,
25658,25658,
25659,25659,
25660,25660,
25661,25661,
25662,25662,
25663,25663,
25664,25664,
25665,25665,
25666,25666,
25667,25667,
25668,25668,
25669,25669,
25670,25670,
25671,25671,
25672,25672,
25673,25673,
25674,25674,
25675,25675,
25676,25676,
25677,25677,
25678,25678,
25679,25679,
25680,25680,
25681,25681,
25682,25682,
25683,25683,
25684,25684,
25685,25685,
25686,25686,
25687,25687,
25688,25688,
25689,25689,
25690,25690,
25691,25691,
25692,25692,
25693,25693,
25694,25694,
25695,25695,
25696,25696,
25697,25697,
25698,25698,
25699,25699,
25700,25700,
25701,25701,
25702,25702,
25703,25703,
25704,25704,
25705,25705,
25706,25706,
25707,25707,
25708,25708,
25709,25709,
25710,25710,
25711,25711,
25712,25712,
25713,25713,
25714,25714,
25715,25715,
25716,25716,
25717,25717,
25718,25718,
25719,25719,
25720,25720,
25721,25721,
25722,25722,
25723,25723,
25724,25724,
25725,25725,
25726,25726,
25727,25727,
25728,25728,
25729,25729,
25730,25730,
25731,25731,
25732,25732,
25733,25733,
25734,25734,
25735,25735,
25736,25736,
25737,25737,
25738,25738,
25739,25739,
25740,25740,
25741,25741,
25742,25742,
25743,25743,
25744,25744,
25745,25745,
25746,25746,
25747,25747,
25748,25748,
25749,25749,
25750,25750,
25751,25751,
25752,25752,
25753,25753,
25754,25754,
25755,25755,
25756,25756,
25757,25757,
25758,25758,
25759,25759,
25760,25760,
25761,25761,
25762,25762,
25763,25763,
25764,25764,
25765,25765,
25766,25766,
25767,25767,
25768,25768,
25769,25769,
25770,25770,
25771,25771,
25772,25772,
25773,25773,
25774,25774,
25775,25775,
25776,25776,
25777,25777,
25778,25778,
25779,25779,
25780,25780,
25781,25781,
25782,25782,
25783,25783,
25784,25784,
25785,25785,
25786,25786,
25787,25787,
25788,25788,
25789,25789,
25790,25790,
25791,25791,
25792,25792,
25793,25793,
25794,25794,
25795,25795,
25796,25796,
25797,25797,
25798,25798,
25799,25799,
25800,25800,
25801,25801,
25802,25802,
25803,25803,
25804,25804,
25805,25805,
25806,25806,
25807,25807,
25808,25808,
25809,25809,
25810,25810,
25811,25811,
25812,25812,
25813,25813,
25814,25814,
25815,25815,
25816,25816,
25817,25817,
25818,25818,
25819,25819,
25820,25820,
25821,25821,
25822,25822,
25823,25823,
25824,25824,
25825,25825,
25826,25826,
25827,25827,
25828,25828,
25829,25829,
25830,25830,
25831,25831,
25832,25832,
25833,25833,
25834,25834,
25835,25835,
25836,25836,
25837,25837,
25838,25838,
25839,25839,
25840,25840,
25841,25841,
25842,25842,
25843,25843,
25844,25844,
25845,25845,
25846,25846,
25847,25847,
25848,25848,
25849,25849,
25850,25850,
25851,25851,
25852,25852,
25853,25853,
25854,25854,
25855,25855,
25856,25856,
25857,25857,
25858,25858,
25859,25859,
25860,25860,
25861,25861,
25862,25862,
25863,25863,
25864,25864,
25865,25865,
25866,25866,
25867,25867,
25868,25868,
25869,25869,
25870,25870,
25871,25871,
25872,25872,
25873,25873,
25874,25874,
25875,25875,
25876,25876,
25877,25877,
25878,25878,
25879,25879,
25880,25880,
25881,25881,
25882,25882,
25883,25883,
25884,25884,
25885,25885,
25886,25886,
25887,25887,
25888,25888,
25889,25889,
25890,25890,
25891,25891,
25892,25892,
25893,25893,
25894,25894,
25895,25895,
25896,25896,
25897,25897,
25898,25898,
25899,25899,
25900,25900,
25901,25901,
25902,25902,
25903,25903,
25904,25904,
25905,25905,
25906,25906,
25907,25907,
25908,25908,
25909,25909,
25910,25910,
25911,25911,
25912,25912,
25913,25913,
25914,25914,
25915,25915,
25916,25916,
25917,25917,
25918,25918,
25919,25919,
25920,25920,
25921,25921,
25922,25922,
25923,25923,
25924,25924,
25925,25925,
25926,25926,
25927,25927,
25928,25928,
25929,25929,
25930,25930,
25931,25931,
25932,25932,
25933,25933,
25934,25934,
25935,25935,
25936,25936,
25937,25937,
25938,25938,
25939,25939,
25940,25940,
25941,25941,
25942,25942,
25943,25943,
25944,25944,
25945,25945,
25946,25946,
25947,25947,
25948,25948,
25949,25949,
25950,25950,
25951,25951,
25952,25952,
25953,25953,
25954,25954,
25955,25955,
25956,25956,
25957,25957,
25958,25958,
25959,25959,
25960,25960,
25961,25961,
25962,25962,
25963,25963,
25964,25964,
25965,25965,
25966,25966,
25967,25967,
25968,25968,
25969,25969,
25970,25970,
25971,25971,
25972,25972,
25973,25973,
25974,25974,
25975,25975,
25976,25976,
25977,25977,
25978,25978,
25979,25979,
25980,25980,
25981,25981,
25982,25982,
25983,25983,
25984,25984,
25985,25985,
25986,25986,
25987,25987,
25988,25988,
25989,25989,
25990,25990,
25991,25991,
25992,25992,
25993,25993,
25994,25994,
25995,25995,
25996,25996,
25997,25997,
25998,25998,
25999,25999,
26000,26000,
26001,26001,
26002,26002,
26003,26003,
26004,26004,
26005,26005,
26006,26006,
26007,26007,
26008,26008,
26009,26009,
26010,26010,
26011,26011,
26012,26012,
26013,26013,
26014,26014,
26015,26015,
26016,26016,
26017,26017,
26018,26018,
26019,26019,
26020,26020,
26021,26021,
26022,26022,
26023,26023,
26024,26024,
26025,26025,
26026,26026,
26027,26027,
26028,26028,
26029,26029,
26030,26030,
26031,26031,
26032,26032,
26033,26033,
26034,26034,
26035,26035,
26036,26036,
26037,26037,
26038,26038,
26039,26039,
26040,26040,
26041,26041,
26042,26042,
26043,26043,
26044,26044,
26045,26045,
26046,26046,
26047,26047,
26048,26048,
26049,26049,
26050,26050,
26051,26051,
26052,26052,
26053,26053,
26054,26054,
26055,26055,
26056,26056,
26057,26057,
26058,26058,
26059,26059,
26060,26060,
26061,26061,
26062,26062,
26063,26063,
26064,26064,
26065,26065,
26066,26066,
26067,26067,
26068,26068,
26069,26069,
26070,26070,
26071,26071,
26072,26072,
26073,26073,
26074,26074,
26075,26075,
26076,26076,
26077,26077,
26078,26078,
26079,26079,
26080,26080,
26081,26081,
26082,26082,
26083,26083,
26084,26084,
26085,26085,
26086,26086,
26087,26087,
26088,26088,
26089,26089,
26090,26090,
26091,26091,
26092,26092,
26093,26093,
26094,26094,
26095,26095,
26096,26096,
26097,26097,
26098,26098,
26099,26099,
26100,26100,
26101,26101,
26102,26102,
26103,26103,
26104,26104,
26105,26105,
26106,26106,
26107,26107,
26108,26108,
26109,26109,
26110,26110,
26111,26111,
26112,26112,
26113,26113,
26114,26114,
26115,26115,
26116,26116,
26117,26117,
26118,26118,
26119,26119,
26120,26120,
26121,26121,
26122,26122,
26123,26123,
26124,26124,
26125,26125,
26126,26126,
26127,26127,
26128,26128,
26129,26129,
26130,26130,
26131,26131,
26132,26132,
26133,26133,
26134,26134,
26135,26135,
26136,26136,
26137,26137,
26138,26138,
26139,26139,
26140,26140,
26141,26141,
26142,26142,
26143,26143,
26144,26144,
26145,26145,
26146,26146,
26147,26147,
26148,26148,
26149,26149,
26150,26150,
26151,26151,
26152,26152,
26153,26153,
26154,26154,
26155,26155,
26156,26156,
26157,26157,
26158,26158,
26159,26159,
26160,26160,
26161,26161,
26162,26162,
26163,26163,
26164,26164,
26165,26165,
26166,26166,
26167,26167,
26168,26168,
26169,26169,
26170,26170,
26171,26171,
26172,26172,
26173,26173,
26174,26174,
26175,26175,
26176,26176,
26177,26177,
26178,26178,
26179,26179,
26180,26180,
26181,26181,
26182,26182,
26183,26183,
26184,26184,
26185,26185,
26186,26186,
26187,26187,
26188,26188,
26189,26189,
26190,26190,
26191,26191,
26192,26192,
26193,26193,
26194,26194,
26195,26195,
26196,26196,
26197,26197,
26198,26198,
26199,26199,
26200,26200,
26201,26201,
26202,26202,
26203,26203,
26204,26204,
26205,26205,
26206,26206,
26207,26207,
26208,26208,
26209,26209,
26210,26210,
26211,26211,
26212,26212,
26213,26213,
26214,26214,
26215,26215,
26216,26216,
26217,26217,
26218,26218,
26219,26219,
26220,26220,
26221,26221,
26222,26222,
26223,26223,
26224,26224,
26225,26225,
26226,26226,
26227,26227,
26228,26228,
26229,26229,
26230,26230,
26231,26231,
26232,26232,
26233,26233,
26234,26234,
26235,26235,
26236,26236,
26237,26237,
26238,26238,
26239,26239,
26240,26240,
26241,26241,
26242,26242,
26243,26243,
26244,26244,
26245,26245,
26246,26246,
26247,26247,
26248,26248,
26249,26249,
26250,26250,
26251,26251,
26252,26252,
26253,26253,
26254,26254,
26255,26255,
26256,26256,
26257,26257,
26258,26258,
26259,26259,
26260,26260,
26261,26261,
26262,26262,
26263,26263,
26264,26264,
26265,26265,
26266,26266,
26267,26267,
26268,26268,
26269,26269,
26270,26270,
26271,26271,
26272,26272,
26273,26273,
26274,26274,
26275,26275,
26276,26276,
26277,26277,
26278,26278,
26279,26279,
26280,26280,
26281,26281,
26282,26282,
26283,26283,
26284,26284,
26285,26285,
26286,26286,
26287,26287,
26288,26288,
26289,26289,
26290,26290,
26291,26291,
26292,26292,
26293,26293,
26294,26294,
26295,26295,
26296,26296,
26297,26297,
26298,26298,
26299,26299,
26300,26300,
26301,26301,
26302,26302,
26303,26303,
26304,26304,
26305,26305,
26306,26306,
26307,26307,
26308,26308,
26309,26309,
26310,26310,
26311,26311,
26312,26312,
26313,26313,
26314,26314,
26315,26315,
26316,26316,
26317,26317,
26318,26318,
26319,26319,
26320,26320,
26321,26321,
26322,26322,
26323,26323,
26324,26324,
26325,26325,
26326,26326,
26327,26327,
26328,26328,
26329,26329,
26330,26330,
26331,26331,
26332,26332,
26333,26333,
26334,26334,
26335,26335,
26336,26336,
26337,26337,
26338,26338,
26339,26339,
26340,26340,
26341,26341,
26342,26342,
26343,26343,
26344,26344,
26345,26345,
26346,26346,
26347,26347,
26348,26348,
26349,26349,
26350,26350,
26351,26351,
26352,26352,
26353,26353,
26354,26354,
26355,26355,
26356,26356,
26357,26357,
26358,26358,
26359,26359,
26360,26360,
26361,26361,
26362,26362,
26363,26363,
26364,26364,
26365,26365,
26366,26366,
26367,26367,
26368,26368,
26369,26369,
26370,26370,
26371,26371,
26372,26372,
26373,26373,
26374,26374,
26375,26375,
26376,26376,
26377,26377,
26378,26378,
26379,26379,
26380,26380,
26381,26381,
26382,26382,
26383,26383,
26384,26384,
26385,26385,
26386,26386,
26387,26387,
26388,26388,
26389,26389,
26390,26390,
26391,26391,
26392,26392,
26393,26393,
26394,26394,
26395,26395,
26396,26396,
26397,26397,
26398,26398,
26399,26399,
26400,26400,
26401,26401,
26402,26402,
26403,26403,
26404,26404,
26405,26405,
26406,26406,
26407,26407,
26408,26408,
26409,26409,
26410,26410,
26411,26411,
26412,26412,
26413,26413,
26414,26414,
26415,26415,
26416,26416,
26417,26417,
26418,26418,
26419,26419,
26420,26420,
26421,26421,
26422,26422,
26423,26423,
26424,26424,
26425,26425,
26426,26426,
26427,26427,
26428,26428,
26429,26429,
26430,26430,
26431,26431,
26432,26432,
26433,26433,
26434,26434,
26435,26435,
26436,26436,
26437,26437,
26438,26438,
26439,26439,
26440,26440,
26441,26441,
26442,26442,
26443,26443,
26444,26444,
26445,26445,
26446,26446,
26447,26447,
26448,26448,
26449,26449,
26450,26450,
26451,26451,
26452,26452,
26453,26453,
26454,26454,
26455,26455,
26456,26456,
26457,26457,
26458,26458,
26459,26459,
26460,26460,
26461,26461,
26462,26462,
26463,26463,
26464,26464,
26465,26465,
26466,26466,
26467,26467,
26468,26468,
26469,26469,
26470,26470,
26471,26471,
26472,26472,
26473,26473,
26474,26474,
26475,26475,
26476,26476,
26477,26477,
26478,26478,
26479,26479,
26480,26480,
26481,26481,
26482,26482,
26483,26483,
26484,26484,
26485,26485,
26486,26486,
26487,26487,
26488,26488,
26489,26489,
26490,26490,
26491,26491,
26492,26492,
26493,26493,
26494,26494,
26495,26495,
26496,26496,
26497,26497,
26498,26498,
26499,26499,
26500,26500,
26501,26501,
26502,26502,
26503,26503,
26504,26504,
26505,26505,
26506,26506,
26507,26507,
26508,26508,
26509,26509,
26510,26510,
26511,26511,
26512,26512,
26513,26513,
26514,26514,
26515,26515,
26516,26516,
26517,26517,
26518,26518,
26519,26519,
26520,26520,
26521,26521,
26522,26522,
26523,26523,
26524,26524,0.0
26525,26525,0.0
26526,26526,
26527,26527,
26528,26528,
26529,26529,
26530,26530,0.0
26531,26531,
26532,26532,
26533,26533,0.0
26534,26534,
26535,26535,
26536,26536,0.0
26537,26537,
26538,26538,
26539,26539,0.0
26540,26540,
26541,26541,
26542,26542,
26543,26543,
26544,26544,
26545,26545,
26546,26546,
26547,26547,
26548,26548,0.0
26549,26549,
26550,26550,
26551,26551,
26552,26552,
26553,26553,
26554,26554,
26555,26555,
26556,26556,
26557,26557,
26558,26558,
26559,26559,
26560,26560,
26561,26561,
26562,26562,
26563,26563,
26564,26564,
26565,26565,
26566,26566,
26567,26567,
26568,26568,
26569,26569,
26570,26570,
26571,26571,
26572,26572,
26573,26573,
26574,26574,
26575,26575,
26576,26576,
26577,26577,
26578,26578,
26579,26579,
26580,26580,0.0
26581,26581,
26582,26582,
26583,26583,
26584,26584,
26585,26585,
26586,26586,
26587,26587,
26588,26588,
26589,26589,
26590,26590,
26591,26591,
26592,26592,
26593,26593,
26594,26594,
26595,26595,
26596,26596,
26597,26597,
26598,26598,
26599,26599,
26600,26600,
26601,26601,
26602,26602,
26603,26603,
26604,26604,
26605,26605,
26606,26606,
26607,26607,
26608,26608,
26609,26609,
26610,26610,
26611,26611,
26612,26612,
26613,26613,
26614,26614,
26615,26615,
26616,26616,
26617,26617,
26618,26618,
26619,26619,
26620,26620,
26621,26621,0.0
26622,26622,
26623,26623,
26624,26624,
26625,26625,
26626,26626,
26627,26627,
26628,26628,
26629,26629,
26630,26630,
26631,26631,
26632,26632,
26633,26633,
26634,26634,
26635,26635,
26636,26636,
26637,26637,
26638,26638,
26639,26639,
26640,26640,
26641,26641,
26642,26642,
26643,26643,
26644,26644,
26645,26645,
26646,26646,
26647,26647,
26648,26648,
26649,26649,
26650,26650,
26651,26651,
26652,26652,
26653,26653,
26654,26654,
26655,26655,
26656,26656,
26657,26657,
26658,26658,
26659,26659,
26660,26660,
26661,26661,
26662,26662,
26663,26663,
26664,26664,
26665,26665,
26666,26666,
26667,26667,
26668,26668,
26669,26669,
26670,26670,
26671,26671,
26672,26672,
26673,26673,
26674,26674,
26675,26675,
26676,26676,
26677,26677,
26678,26678,
26679,26679,
26680,26680,
26681,26681,
26682,26682,
26683,26683,
26684,26684,
26685,26685,0.0
26686,26686,
26687,26687,
26688,26688,
26689,26689,
26690,26690,
26691,26691,
26692,26692,
26693,26693,
26694,26694,
26695,26695,
26696,26696,0.0
26697,26697,
26698,26698,
26699,26699,
26700,26700,
26701,26701,
26702,26702,
26703,26703,
26704,26704,
26705,26705,
26706,26706,
26707,26707,
26708,26708,
26709,26709,
26710,26710,
26711,26711,
26712,26712,
26713,26713,
26714,26714,
26715,26715,
26716,26716,
26717,26717,
26718,26718,
26719,26719,
26720,26720,
26721,26721,
26722,26722,
26723,26723,
26724,26724,
26725,26725,
26726,26726,
26727,26727,
26728,26728,
26729,26729,
26730,26730,
26731,26731,
26732,26732,
26733,26733,
26734,26734,
26735,26735,
26736,26736,
26737,26737,
26738,26738,
26739,26739,
26740,26740,
26741,26741,
26742,26742,
26743,26743,
26744,26744,
26745,26745,
26746,26746,
26747,26747,
26748,26748,
26749,26749,
26750,26750,
26751,26751,
26752,26752,
26753,26753,
26754,26754,
26755,26755,
26756,26756,
26757,26757,
26758,26758,
26759,26759,
26760,26760,
26761,26761,
26762,26762,
26763,26763,
26764,26764,
26765,26765,
26766,26766,
26767,26767,
26768,26768,
26769,26769,
26770,26770,
26771,26771,
26772,26772,
26773,26773,
26774,26774,
26775,26775,
26776,26776,
26777,26777,
26778,26778,
26779,26779,
26780,26780,
26781,26781,
26782,26782,
26783,26783,
26784,26784,
26785,26785,
26786,26786,
26787,26787,
26788,26788,
26789,26789,
26790,26790,
26791,26791,
26792,26792,
26793,26793,
26794,26794,
26795,26795,
